finalWorth,category,personName,age,country,city,source,industries,countryOfCitizenship,selfMade,status,gender,birthDate,title,date,birthYear,cpi_country,cpi_change_country,gdp_country,gross_tertiary_education_enrollment,gross_primary_education_enrollment_country,life_expectancy_country,tax_revenue_country_country,total_tax_rate_country,population_country,associated_companies,number_of_companies
3900,Food & Beverage,Marianne Liebmann,69.73032169746749,United States,Bozeman,Food and Agriculture,Consumer Staples,United States,False,D,F,1953-07-11 00:00:00,Principal Shareholder & Investor,2023-04-04 05:01:00,1953.0,117.24,7.5,21427700000000.0,88.2,101.8,78.5,9.6,36.6,328239523.0,Cargill,1
3900,Healthcare,Jorge Moll Filho & family,78.25325119780972,Brazil,Rio de Janeiro,Healthcare and Pharmaceuticals,Healthcare,Brazil,True,D,M,1945-01-01 00:00:00,Founder & Entrepreneur,2023-04-04 05:01:00,1945.0,167.4,3.7,1839758040766.0,51.3,115.4,75.7,14.2,65.1,212559417.0,Hospitals,1
3900,Diversified,Fernando Roberto Moreira Salles,76.84873374401096,Brazil,Sao Paulo,Finance and Investments,Other,Brazil,False,U,M,1946-05-29 00:00:00,Principal Shareholder & Investor,2023-04-04 05:01:00,1946.0,167.4,3.7,1839758040766.0,51.3,115.4,75.7,14.2,65.1,212559417.0,"Banking, minerals",2
3900,Diversified,Pedro Moreira Salles,63.455167693360714,Brazil,Sao Paulo,Finance and Investments,Other,Brazil,False,U,M,1959-10-20 00:00:00,Principal Shareholder & Investor,2023-04-04 05:01:00,1959.0,167.4,3.7,1839758040766.0,51.3,115.4,75.7,14.2,65.1,212559417.0,"Banking, minerals",2
3900,Media & Entertainment,Gabe Newell,60.41615331964408,United States,Seattle,Technology,Consumer Discretionary,United States,True,E,M,1962-11-03 00:00:00,Cofounder and CEO,2023-04-04 05:01:00,1962.0,117.24,7.5,21427700000000.0,88.2,101.8,78.5,9.6,36.6,328239523.0,"Valve Corporation, Videogames",2
3900,Fashion & Retail,Alfred Oetker,56.25462012320329,Germany,Bielefeld,Retail and Consumer Goods,Consumer Discretionary,Germany,False,U,M,1967-01-01 00:00:00,Principal Shareholder & Investor,2023-04-04 05:01:00,1967.0,112.85,1.4,3845630030824.0,70.2,104.0,80.9,11.5,48.8,83132799.0,Consumer goods,1
3900,Fashion & Retail,Carl Ferdinand Oetker,50.49965776865161,Germany,Bielefeld,Retail and Consumer Goods,Consumer Discretionary,Germany,False,U,M,1972-10-03 00:00:00,Principal Shareholder & Investor,2023-04-04 05:01:00,1972.0,112.85,1.4,3845630030824.0,70.2,104.0,80.9,11.5,48.8,83132799.0,Consumer goods,1
3900,Fashion & Retail,Julia Oetker,44.186173853524984,Germany,Bielefeld,Retail and Consumer Goods,Consumer Discretionary,Germany,False,U,F,1979-01-26 00:00:00,Principal Shareholder & Investor,2023-04-04 05:01:00,1979.0,112.85,1.4,3845630030824.0,70.2,104.0,80.9,11.5,48.8,83132799.0,Consumer goods,1
3900,Manufacturing,Ruan Hongliang & family,62.25325119780972,China,Jiaxing,Technology,Industrials & Manufacturing,China,True,D,M,1961-01-01 00:00:00,Founder & Entrepreneur,2023-04-04 05:01:00,1961.0,125.08,2.9,19910000000000.0,50.6,100.2,77.0,9.4,59.2,1397715000.0,Glass,1
3900,Finance & Investments,Mark Stevens,63.12662559890486,United States,Steamboat Springs,Finance and Investments,Financials & Investments,United States,True,D,M,1960-02-17 00:00:00,Founder & Entrepreneur,2023-04-04 05:01:00,1960.0,117.24,7.5,21427700000000.0,88.2,101.8,78.5,9.6,36.6,328239523.0,Venture capital,1
3900,Finance & Investments,Tsai Hong-tu,70.67214236824093,Taiwan,Taipei,Finance and Investments,Financials & Investments,Taiwan,False,D,M,1952-08-01 00:00:00,Principal Shareholder & Investor,2023-04-04 05:01:00,1952.0,117.24,2.9,19910000000000.0,66.3,101.8,78.5,9.6,41.8,328239523.0,Finance,1
3900,Food & Beverage,Nusli Wadia,79.13210130047912,India,Mumbai,Retail and Consumer Goods,Consumer Staples,India,False,U,M,1944-02-15 00:00:00,Principal Shareholder & Investor,2023-04-04 05:01:00,1944.0,180.44,7.7,2611000000000.0,28.1,113.0,69.4,11.2,49.7,1366417754.0,Consumer goods,1
3900,Healthcare,Wu Yiling,73.44284736481862,China,Shijiazhuang,Healthcare and Pharmaceuticals,Healthcare,China,True,E,M,1949-10-24 00:00:00,Founder & Entrepreneur,2023-04-04 05:01:00,1949.0,125.08,2.9,19910000000000.0,50.6,100.2,77.0,9.4,59.2,1397715000.0,Pharmaceuticals,1
3900,Manufacturing,Yu Renrong,57.007529089664615,China,Ningbo,Energy and Utilities,Industrials & Manufacturing,China,True,D,M,1966-04-01 00:00:00,Founder & Entrepreneur,2023-04-04 05:01:00,1966.0,125.08,2.9,19910000000000.0,50.6,100.2,77.0,9.4,59.2,1397715000.0,Semiconductors,1
3900,Healthcare,Zhu Baoguo & family,60.941820670773446,China,Shenzhen,Healthcare and Pharmaceuticals,Healthcare,China,True,D,M,1962-04-25 00:00:00,Founder & Entrepreneur,2023-04-04 05:01:00,1962.0,125.08,2.9,19910000000000.0,50.6,100.2,77.0,9.4,59.2,1397715000.0,Pharmaceuticals,1
3800,Diversified,Rahul Bhatia,63.81656399726215,India,Delhi,Transportation and Logistics,Industrials & Manufacturing,India,False,Split Family Fortune,M,1959-06-10 00:00:00,Principal Shareholder & Investor,2023-04-04 05:01:00,1959.0,180.44,7.7,2611000000000.0,28.1,113.0,69.4,11.2,49.7,1366417754.0,Aviation,1
3800,Diversified,Francesco Gaetano Caltagirone,80.03832991101984,Italy,Rome,Technology,Real Estate & Construction,Italy,True,D,M,1943-03-21 00:00:00,Founder & Entrepreneur & Cement,2023-04-04 05:01:00,1943.0,110.62,0.6,2001244392042.0,61.9,101.9,82.9,24.3,59.1,60297396.0,"Cement, diversified",10
3800,Media & Entertainment,Barry Diller,81.16632443531827,United States,New York,Real Estate and Construction,"Media, Entertainment & Leisure",United States,True,D,M,1942-02-02 00:00:00,Founder & Entrepreneur,2023-04-04 05:01:00,1942.0,117.24,7.5,21427700000000.0,88.2,101.8,78.5,9.6,36.6,328239523.0,Online media,1
3800,Finance & Investments,Wesley Edens,61.42368240930869,United States,New York,Finance and Investments,Financials & Investments,United States,True,U,M,1961-10-31 00:00:00,Founder & Entrepreneur,2023-04-04 05:01:00,1961.0,117.24,7.5,21427700000000.0,88.2,101.8,78.5,9.6,36.6,328239523.0,Investments,1
3800,Finance & Investments,Stephen Feinberg,63.01437371663244,United States,New York,Finance and Investments,Financials & Investments,United States,True,U,M,1960-03-29 00:00:00,Co-founder and CEO,2023-04-04 05:01:00,1960.0,117.24,7.5,21427700000000.0,88.2,101.8,78.5,9.6,36.6,328239523.0,"Cerberus Capital Management, Private equity",2
3800,Diversified,Rakesh Gangwal,69.69199178644764,United States,Miami,Transportation and Logistics,Industrials & Manufacturing,United States,True,D,M,1953-07-25 00:00:00,Founder & Entrepreneur,2023-04-04 05:01:00,1953.0,117.24,7.5,21427700000000.0,88.2,101.8,78.5,9.6,36.6,328239523.0,Airline,1
3800,Food & Beverage,Joseph Grendys,61.3388090349076,United States,Chicago,Food and Agriculture,Consumer Staples,United States,True,U,M,1961-12-01 00:00:00,Founder & Entrepreneur,2023-04-04 05:01:00,1961.0,117.24,7.5,21427700000000.0,88.2,101.8,78.5,9.6,36.6,328239523.0,Poultry processing,1
3800,Media & Entertainment,Martha Ingram & family,87.62217659137578,United States,Nashville,Real Estate and Construction,"Media, Entertainment & Leisure",United States,False,D,F,1935-08-20 00:00:00,Former Chairman,2023-04-04 05:01:00,1935.0,117.24,7.5,21427700000000.0,88.2,101.8,78.5,9.6,36.6,328239523.0,"Book distribution, Ingram Industries, Inc., transportation",3
3800,Manufacturing,Li Xiang,41.50581793292265,China,Beijing,Other,Consumer Discretionary,China,True,D,M,1981-10-01 00:00:00,Founder & Entrepreneur,2023-04-04 05:01:00,1981.0,125.08,2.9,19910000000000.0,50.6,100.2,77.0,9.4,59.2,1397715000.0,Electric vehicles,1
3800,Real Estate,"H. Ross Perot, Jr.",64.40520191649556,United States,Dallas,Finance and Investments,Real Estate & Construction,United States,False,U,M,1958-11-07 00:00:00,Principal Shareholder & Investor,2023-04-04 05:01:00,1958.0,117.24,7.5,21427700000000.0,88.2,101.8,78.5,9.6,36.6,328239523.0,Real estate,1
3800,Real Estate,Chandru Raheja,82.50513347022587,India,Mumbai,Finance and Investments,Real Estate & Construction,India,False,U,M,1940-10-01 00:00:00,Principal Shareholder & Investor,2023-04-04 05:01:00,1940.0,180.44,7.7,2611000000000.0,28.1,113.0,69.4,11.2,49.7,1366417754.0,Real estate,1
3800,Energy,Trevor Rees-Jones,71.64407939767283,United States,Dallas,Finance and Investments,Energy & Natural Resources,United States,True,D,M,1951-08-12 00:00:00,Founder & Entrepreneur & Oil & gas,2023-04-04 05:01:00,1951.0,117.24,7.5,21427700000000.0,88.2,101.8,78.5,9.6,36.6,328239523.0,Oil & gas,1
3800,Technology,Yasumitsu Shigeta,58.10266940451746,Japan,Tokyo,Finance and Investments,Technology & Telecommunications,Japan,True,U,M,1965-02-25 00:00:00,Founder & Entrepreneur,2023-04-04 05:01:00,1965.0,105.48,0.5,5081769542380.0,63.2,98.8,84.2,11.9,46.7,126226568.0,Mobile phone retailer,1
3800,Healthcare,Su Qingcan,54.25325119780972,China,Xiamen,Healthcare and Pharmaceuticals,Healthcare,China,True,N,M,1969-01-01 00:00:00,Founder & Entrepreneur,2023-04-04 05:01:00,1969.0,125.08,2.9,19910000000000.0,50.6,100.2,77.0,9.4,59.2,1397715000.0,Healthcare,1
3800,Finance & Investments,Tsai Cheng-ta,73.00752908966462,Taiwan,Taipei,Finance and Investments,Financials & Investments,Taiwan,False,D,M,1950-04-01 00:00:00,Principal Shareholder & Investor,2023-04-04 05:01:00,1950.0,117.24,2.9,19910000000000.0,66.3,101.8,78.5,9.6,41.8,328239523.0,Finance,1
3800,Diversified,Steven Udvar-Hazy,77.10882956878851,United States,Westlake,Transportation and Logistics,Industrials & Manufacturing,United States,True,D,M,1946-02-23 00:00:00,CEO and Chairman,2023-04-04 05:01:00,1946.0,117.24,7.5,21427700000000.0,88.2,101.8,78.5,9.6,36.6,328239523.0,"Air Lease Corp., Aircraft leasing",2
3800,Manufacturing,Elizabeth Uihlein,77.74127310061601,United States,Lake Forest,Manufacturing and Industrial,Industrials & Manufacturing,United States,True,N,F,1945-07-07 00:00:00,Founder & Lead Investor,2023-04-04 05:01:00,1945.0,117.24,7.5,21427700000000.0,88.2,101.8,78.5,9.6,36.6,328239523.0,Packaging materials,1
3800,Manufacturing,Richard Uihlein,77.60164271047228,United States,Lake Forest,Manufacturing and Industrial,Industrials & Manufacturing,United States,True,N,M,1945-08-27 00:00:00,Founder & Entrepreneur,2023-04-04 05:01:00,1945.0,117.24,7.5,21427700000000.0,88.2,101.8,78.5,9.6,36.6,328239523.0,Packaging materials,1
3700,Finance & Investments,Hayes Barnard,51.13210130047912,United States,Austin,Technology,Financials & Investments,United States,True,N,M,1972-02-15 00:00:00,Founder & Entrepreneur,2023-04-04 05:01:00,1972.0,117.24,7.5,21427700000000.0,88.2,101.8,78.5,9.6,36.6,328239523.0,Fintech,1
3700,Finance & Investments,William Berkley,76.5886379192334,United States,Coconut Grove,Finance and Investments,Financials & Investments,United States,True,E,M,1946-09-01 00:00:00,Chairman and CEO,2023-04-04 05:01:00,1946.0,117.24,7.5,21427700000000.0,88.2,101.8,78.5,9.6,36.6,328239523.0,"Insurance, WR Berkley",2
3700,Real Estate,Charles Cohen,71.15126625598904,United States,New York,Finance and Investments,Real Estate & Construction,United States,False,U,M,1952-02-08 00:00:00,Principal Shareholder & Investor,2023-04-04 05:01:00,1952.0,117.24,7.5,21427700000000.0,88.2,101.8,78.5,9.6,36.6,328239523.0,Real estate,1
3700,Real Estate,Yakir Gabay,56.97467488021903,United Kingdom,London,Finance and Investments,Real Estate & Construction,Cyprus,True,D,M,1966-04-13 00:00:00,Founder & Entrepreneur,2023-04-04 05:01:00,1966.0,119.62,1.7,2827113184696.0,60.0,101.2,81.3,25.5,30.6,66834405.0,Real estate,1
3700,Technology,Huang Li,59.7700205338809,China,Wuhan,Other,Technology & Telecommunications,China,True,D,M,1963-06-27 00:00:00,Founder & Entrepreneur,2023-04-04 05:01:00,1963.0,125.08,2.9,19910000000000.0,50.6,100.2,77.0,9.4,59.2,1397715000.0,Imaging systems,1
3700,Logistics,Brad Jacobs,66.75701574264203,United States,Greenwich,Manufacturing and Industrial,,United States,True,E,M,1956-07-01 00:00:00,Founder & Entrepreneur,2023-04-04 05:01:00,1956.0,117.24,7.5,21427700000000.0,88.2,101.8,78.5,9.6,36.6,328239523.0,Logistics,1
3700,Real Estate,Ji Qi,56.506502395619435,China,Shanghai,Real Estate and Construction,Real Estate & Construction,China,True,U,M,1966-10-01 00:00:00,Founder & Entrepreneur & Hotels,2023-04-04 05:01:00,1966.0,125.08,2.9,19910000000000.0,50.6,100.2,77.0,9.4,59.2,1397715000.0,"Hotels, motels",2
3700,Media & Entertainment,Jason Jiang,50.25325119780972,China,Shanghai,Media and Entertainment,"Media, Entertainment & Leisure",Singapore,True,D,M,1973-01-01 00:00:00,Founder & Entrepreneur,2023-04-04 05:01:00,1973.0,125.08,2.9,19910000000000.0,50.6,100.2,77.0,9.4,59.2,1397715000.0,Advertising,1
3700,Technology,Jim Kavanaugh,60.46269678302532,United States,St. Louis,Technology,Technology & Telecommunications,United States,True,U,M,1962-10-17 00:00:00,Founder & Entrepreneur & IT,2023-04-04 05:01:00,1962.0,117.24,7.5,21427700000000.0,88.2,101.8,78.5,9.6,36.6,328239523.0,IT provider,1
3700,Real Estate,Richard LeFrak & family,77.59616700889802,United States,New York,Finance and Investments,Real Estate & Construction,United States,False,E,M,1945-08-29 00:00:00,Principal Shareholder & Investor,2023-04-04 05:01:00,1945.0,117.24,7.5,21427700000000.0,88.2,101.8,78.5,9.6,36.6,328239523.0,Real estate,1
3700,Finance & Investments,Mikhail Lomtadze,47.46338124572211,Kazakhstan,Almaty,Technology,Financials & Investments,Georgia,True,U,M,1975-10-17 00:00:00,Founder & Entrepreneur,2023-04-04 05:01:00,1975.0,182.75,5.2,180161741180.0,61.7,104.4,73.2,11.7,28.4,18513930.0,Fintech,1
3700,Fashion & Retail,Tom Morris,68.50376454483231,United Kingdom,Merseyside,Finance and Investments,Consumer Discretionary,United Kingdom,True,U,M,1954-10-02 00:00:00,Founder & Entrepreneur,2023-04-04 05:01:00,1954.0,119.62,1.7,2827113184696.0,60.0,101.2,81.3,25.5,30.6,66834405.0,Retail,1
3700,Manufacturing,Shigenobu Nagamori,78.59822039698837,Japan,Kyoto,Other,Industrials & Manufacturing,Japan,True,D,M,1944-08-28 00:00:00,Founder & Entrepreneur,2023-04-04 05:01:00,1944.0,105.48,0.5,5081769542380.0,63.2,98.8,84.2,11.9,46.7,126226568.0,Motors,1
3700,Finance & Investments,Daniel Och,62.182067077344286,United States,Miami Beach,Finance and Investments,Financials & Investments,United States,True,D,M,1961-01-27 00:00:00,Founder,2023-04-04 05:01:00,1961.0,117.24,7.5,21427700000000.0,88.2,101.8,78.5,9.6,36.6,328239523.0,"Hedge funds, Och-Ziff Capital Management",2
3700,Fashion & Retail,Horst Paulmann & family,88.25462012320328,Chile,Santiago,Finance and Investments,Consumer Discretionary,Chile,True,U,M,1935-01-01 00:00:00,Founder & Entrepreneur,2023-04-04 05:01:00,1935.0,131.91,2.6,282318159745.0,88.5,101.4,80.0,18.2,34.0,18952038.0,Retail,1
3700,Diversified,Anthony Pritzker,62.23682409308692,United States,Los Angeles,Finance and Investments,Industrials & Manufacturing,United States,False,E,M,1961-01-07 00:00:00,Principal Shareholder & Investor,2023-04-04 05:01:00,1961.0,117.24,7.5,21427700000000.0,88.2,101.8,78.5,9.6,36.6,328239523.0,"Hotels, investments",2
3700,Technology,John Sall,74.99794661190965,United States,Cary,Technology,Technology & Telecommunications,United States,True,U,M,1948-04-04 00:00:00,Co-Founder & Executive Vice President,2023-04-04 05:01:00,1948.0,117.24,7.5,21427700000000.0,88.2,101.8,78.5,9.6,36.6,328239523.0,"SAS Institute, Software",2
3700,Food & Beverage,Howard Schultz,69.70841889117042,United States,Seattle,Food and Agriculture,Consumer Staples,United States,True,D,M,1953-07-19 00:00:00,Founder & Entrepreneur,2023-04-04 05:01:00,1953.0,117.24,7.5,21427700000000.0,88.2,101.8,78.5,9.6,36.6,328239523.0,Starbucks,1
3700,Fashion & Retail,Richard Schulze,82.25051334702259,United States,Naples,Retail and Consumer Goods,Consumer Discretionary,United States,True,D,M,1941-01-02 00:00:00,Chairman & Buy,2023-04-04 05:01:00,1941.0,117.24,7.5,21427700000000.0,88.2,101.8,78.5,9.6,36.6,328239523.0,"Best Buy, Best Buy Co. Inc.",2
3700,Real Estate,Yitzhak Tshuva,74.74058863791923,Israel,Netanya,Finance and Investments,Real Estate & Construction,Israel,True,D,M,1948-07-07 00:00:00,Founder & Entrepreneur,2023-04-04 05:01:00,1948.0,108.15,0.8,395098666122.0,63.4,104.9,82.8,23.1,25.3,9053300.0,Real estate,1
3700,Manufacturing,Wang Yanqing & family,56.99110198494182,China,Wuxi,Manufacturing and Industrial,Industrials & Manufacturing,China,True,D,M,1966-04-07 00:00:00,Founder & Entrepreneur,2023-04-04 05:01:00,1966.0,125.08,2.9,19910000000000.0,50.6,100.2,77.0,9.4,59.2,1397715000.0,Electrical equipment,1
3600,Diversified,Rajiv Bajaj,56.284736481861735,India,Pune,Technology,Other,India,False,Split Family Fortune,M,1966-12-21 00:00:00,Principal Shareholder & Investor,2023-04-04 05:01:00,1966.0,180.44,7.7,2611000000000.0,28.1,113.0,69.4,11.2,49.7,1366417754.0,Diversified,10
3600,Diversified,Sanjiv Bajaj,53.41820670773443,India,Pune,Technology,Other,India,False,Split Family Fortune,M,1969-11-02 00:00:00,Principal Shareholder & Investor,2023-04-04 05:01:00,1969.0,180.44,7.7,2611000000000.0,28.1,113.0,69.4,11.2,49.7,1366417754.0,Diversified,10
3600,Finance & Investments,Leonid Boguslavsky,71.79739904175223,Italy,Florence,Finance and Investments,Financials & Investments,Canada,True,D,M,1951-06-17 00:00:00,Founder & Entrepreneur,2023-04-04 05:01:00,1951.0,110.62,0.6,2001244392042.0,61.9,101.9,82.9,24.3,59.1,60297396.0,Venture capital,1
3600,Finance & Investments,Jim Coulter,63.34017796030116,United States,San Francisco,Finance and Investments,Financials & Investments,United States,True,U,M,1959-12-01 00:00:00,Founder & Entrepreneur,2023-04-04 05:01:00,1959.0,117.24,7.5,21427700000000.0,88.2,101.8,78.5,9.6,36.6,328239523.0,Private equity,1
3600,Manufacturing,Nicolas D'Ieteren,47.97535934291581,Switzerland,Anzere,Finance and Investments,Consumer Discretionary,Belgium,False,N,M,1975-04-13 00:00:00,Principal Shareholder & Investor,2023-04-04 05:01:00,1975.0,99.55,0.4,703082435360.0,59.6,105.2,83.6,10.1,28.8,8574832.0,"Auto parts, distribution",2
3600,Food & Beverage,Beatriz Davila de Santo Domingo,84.0766598220397,Bermuda,Unknown,Food and Agriculture,Consumer Staples,Colombia,False,U,F,1939-03-07 00:00:00,Principal Shareholder & Investor,2023-04-04 05:01:00,1939.0,117.24,2.9,19910000000000.0,66.3,101.8,78.5,9.6,41.8,328239523.0,Beer,1
3600,Real Estate,Bob Gaglardi,82.11909650924025,Canada,Vancouver,Real Estate and Construction,Real Estate & Construction,Canada,True,U,M,1941-02-19 00:00:00,Founder & Entrepreneur,2023-04-04 05:01:00,1941.0,116.76,1.9,1736425629520.0,68.9,100.9,81.9,12.8,24.5,36991981.0,Hotels,1
3600,Finance & Investments,Jaime Gilinski Bacal,65.30321697467488,United Kingdom,London,Finance and Investments,Financials & Investments,Colombia,False,D,M,1957-12-14 00:00:00,Principal Shareholder & Investor,2023-04-04 05:01:00,1957.0,119.62,1.7,2827113184696.0,60.0,101.2,81.3,25.5,30.6,66834405.0,Banking,1
3600,Gambling & Casinos,Pansy Ho,60.60506502395619,Hong Kong,Hong Kong,Real Estate and Construction,Consumer Discretionary,Hong Kong,False,U,F,1962-08-26 00:00:00,Principal Shareholder & Investor,2023-04-04 05:01:00,1962.0,117.24,2.9,19910000000000.0,66.3,101.8,78.5,9.6,41.8,328239523.0,Casinos,1
3600,Finance & Investments,Alan Howard,59.58932238193019,Switzerland,Geneva,Finance and Investments,Financials & Investments,United Kingdom,True,U,M,1963-09-01 00:00:00,Founder,2023-04-04 05:01:00,1963.0,99.55,0.4,703082435360.0,59.6,105.2,83.6,10.1,28.8,8574832.0,"Brevan Howard Asset Management, Hedge funds",2
3600,Manufacturing,Huang Yi,61.2539356605065,China,Beijing,Other,Consumer Discretionary,Hong Kong,True,D,M,1962-01-01 00:00:00,Founder & Entrepreneur & Car,2023-04-04 05:01:00,1962.0,125.08,2.9,19910000000000.0,50.6,100.2,77.0,9.4,59.2,1397715000.0,Car dealerships,1
3600,Finance & Investments,Peter Kellogg,80.5886379192334,United States,Short Hills,Finance and Investments,Financials & Investments,United States,False,E,M,1942-09-01 00:00:00,Principal Shareholder & Investor,2023-04-04 05:01:00,1942.0,117.24,7.5,21427700000000.0,88.2,101.8,78.5,9.6,36.6,328239523.0,Investments,1
3600,Finance & Investments,Vyacheslav Kim,53.80971937029432,Kazakhstan,Almaty,Technology,Financials & Investments,Kazakhstan,True,U,M,1969-06-12 00:00:00,Founder & Entrepreneur,2023-04-04 05:01:00,1969.0,182.75,5.2,180161741180.0,61.7,104.4,73.2,11.7,28.4,18513930.0,Fintech,1
3600,Finance & Investments,Josh Kushner,37.80971937029432,United States,New York City,Finance and Investments,Financials & Investments,United States,True,U,M,1985-06-12 00:00:00,Founder & Lead Investor,2023-04-04 05:01:00,1985.0,117.24,7.5,21427700000000.0,88.2,101.8,78.5,9.6,36.6,328239523.0,"Thrive Capital, Venture capital",2
3600,Real Estate,Samuel Tak Lee,83.98631074606433,Hong Kong,Hong Kong,Finance and Investments,Real Estate & Construction,Hong Kong,False,D,M,1939-04-09 00:00:00,Principal Shareholder & Investor,2023-04-04 05:01:00,1939.0,117.24,2.9,19910000000000.0,66.3,101.8,78.5,9.6,41.8,328239523.0,Real estate,1
3600,Real Estate,Edwin Leong,71.33196440793976,Hong Kong,Hong Kong,Finance and Investments,Real Estate & Construction,Hong Kong,True,D,M,1951-12-04 00:00:00,Founder & Entrepreneur,2023-04-04 05:01:00,1951.0,117.24,2.9,19910000000000.0,66.3,101.8,78.5,9.6,41.8,328239523.0,Real estate,1
3600,Finance & Investments,"Stephen Mandel, Jr.",67.06091718001369,United States,Greenwich,Finance and Investments,Financials & Investments,United States,True,D,M,1956-03-12 00:00:00,Founder,2023-04-04 05:01:00,1956.0,117.24,7.5,21427700000000.0,88.2,101.8,78.5,9.6,36.6,328239523.0,"Hedge funds, Lone Pine Capital",2
3600,Diversified,Mohamed Mansour,75.19507186858316,United Kingdom,London,Technology,Other,Egypt,True,U,M,1948-01-23 00:00:00,Founder & Entrepreneur,2023-04-04 05:01:00,1948.0,119.62,1.7,2827113184696.0,60.0,101.2,81.3,25.5,30.6,66834405.0,Diversified,10
3600,Fashion & Retail,Masahiro Miki,67.69062286105407,Japan,Tokyo,Retail and Consumer Goods,Consumer Discretionary,Japan,True,U,M,1955-07-26 00:00:00,Founder & Entrepreneur,2023-04-04 05:01:00,1955.0,105.48,0.5,5081769542380.0,63.2,98.8,84.2,11.9,46.7,126226568.0,Shoes,1
3600,Technology,Masahiro Noda,84.61054072553046,Japan,Tokyo,Technology,Technology & Telecommunications,Japan,True,U,M,1938-08-24 00:00:00,Founder & Entrepreneur,2023-04-04 05:01:00,1938.0,105.48,0.5,5081769542380.0,63.2,98.8,84.2,11.9,46.7,126226568.0,Software,1
3600,Technology,Cliff Obrecht,37.26488706365503,Australia,Sydney,Technology,Technology & Telecommunications,Australia,True,D,M,1985-12-28 00:00:00,Founder & Entrepreneur,2023-04-04 05:01:00,1985.0,119.8,1.6,1392680589329.0,113.1,100.3,82.7,23.0,47.4,25766605.0,Software,1
3600,Technology,Melanie Perkins,35.893223819301845,Australia,Sydney,Technology,Technology & Telecommunications,Australia,True,D,F,1987-05-13 00:00:00,Cofounder & CEO,2023-04-04 05:01:00,1987.0,119.8,1.6,1392680589329.0,113.1,100.3,82.7,23.0,47.4,25766605.0,"Canva, Software",2
3600,Finance & Investments,J.B. Pritzker,58.20396988364134,United States,Springfield,Finance and Investments,Financials & Investments,United States,False,E,M,1965-01-19 00:00:00,Principal Shareholder & Investor,2023-04-04 05:01:00,1965.0,117.24,7.5,21427700000000.0,88.2,101.8,78.5,9.6,36.6,328239523.0,"Hotels, investments",2
3600,Fashion & Retail,Juan Roig,73.48665297741273,Spain,Valencia,Finance and Investments,Consumer Discretionary,Spain,False,D,M,1949-10-08 00:00:00,Principal Shareholder & Investor,2023-04-04 05:01:00,1949.0,110.96,0.7,1394116310769.0,88.9,102.7,83.3,14.2,47.0,47076781.0,Supermarkets,1
3600,Real Estate,Jerry Speyer & family,82.77891854893909,United States,New York,Finance and Investments,Real Estate & Construction,United States,True,E,M,1940-06-23 00:00:00,Founder & Entrepreneur,2023-04-04 05:01:00,1940.0,117.24,7.5,21427700000000.0,88.2,101.8,78.5,9.6,36.6,328239523.0,Real estate,1
3600,Fashion & Retail,Lawrence Stroll,63.73169062286105,Switzerland,Geneva,Finance and Investments,Consumer Discretionary,Canada,True,U,M,1959-07-11 00:00:00,Founder & Entrepreneur,2023-04-04 05:01:00,1959.0,99.55,0.4,703082435360.0,59.6,105.2,83.6,10.1,28.8,8574832.0,Fashion investments,1
3600,Logistics,Tung Chee Chen,80.30116358658454,Hong Kong,Hong Kong,Finance and Investments,,Hong Kong,False,E,M,1942-12-15 00:00:00,Principal Shareholder & Investor,2023-04-04 05:01:00,1942.0,117.24,2.9,19910000000000.0,66.3,101.8,78.5,9.6,41.8,328239523.0,Shipping,1
3600,Food & Beverage,Wang Junlin,60.5886379192334,China,Chengdu,Food and Agriculture,Consumer Staples,China,True,D,M,1962-09-01 00:00:00,Founder & Entrepreneur,2023-04-04 05:01:00,1962.0,125.08,2.9,19910000000000.0,50.6,100.2,77.0,9.4,59.2,1397715000.0,Liquor,1
3600,Manufacturing,Xia Zuoquan,61.2539356605065,China,Shenzhen,Transportation and Logistics,Consumer Discretionary,China,True,U,M,1962-01-01 00:00:00,Founder & Entrepreneur & Automobiles,2023-04-04 05:01:00,1962.0,125.08,2.9,19910000000000.0,50.6,100.2,77.0,9.4,59.2,1397715000.0,"Automobiles, batteries",2
3600,Technology,Zeng Fangqin,57.27310061601643,China,Shenzhen,Technology,Technology & Telecommunications,China,True,D,F,1965-12-25 00:00:00,Founder & Entrepreneur,2023-04-04 05:01:00,1965.0,125.08,2.9,19910000000000.0,50.6,100.2,77.0,9.4,59.2,1397715000.0,Smartphone components,1
3600,Manufacturing,Zhang Jian,54.25325119780972,China,Tianjin,Technology,Industrials & Manufacturing,China,True,U,M,1969-01-01 00:00:00,Founder & Entrepreneur & bikes,2023-04-04 05:01:00,1969.0,125.08,2.9,19910000000000.0,50.6,100.2,77.0,9.4,59.2,1397715000.0,"Electric bikes, scooters",2
3500,Fashion & Retail,Rocco Basilico,33.73032169746749,United States,Los Angeles,Technology,Consumer Discretionary,Italy,False,N,M,1989-07-11 00:00:00,Principal Shareholder & Investor,2023-04-04 05:01:00,1989.0,117.24,7.5,21427700000000.0,88.2,101.8,78.5,9.6,36.6,328239523.0,Eyeglasses,1
